Key,File,Type,UsedInMainMenu,NoTranslate,english,Context,japanese
dialog_grumble_support4_text,Dialogue,Grumble,,,"'Max ore yield,top forge speed,boosted headshot damage and I'll teach you how to build the Poison Sledge.'",,"「鉱石の採掘量が最大になって、クラフトも最速だ。ヘッドショットの威力も上がるし、毒ロボットスレッジの作り方も教えてやろう。」"
quest_boar_support_trial_1_title,quests,Quest,,,Grumble Support Trial I,,Grumbleの支援試練 レベル1
quest_boar_support_trial_1_subtitle,quests,Quest,,,Gather the mystic metal,,神秘の鉱石を集めよう
quest_boar_support_trial_1Desc,quests,Quest,,,"Grumble has challenged you to collect a rare material. Prove your worth by gathering Mystic Ore,and perhaps you'll unlock the secrets of forging.",,Grumbleは貴重な素材を集めるように求めてきた。神秘の鉱石を集めてその価値を証明すれば、鍛冶の秘密に近づけるかもしれない。
quest_boar_support_trial_1_offer,quests,Quest,,,Are you ready to delve into the earth and uncover its hidden power?,,大地に眠る力を掘り起こす覚悟はあるか?
quest_boar_support_trial_2_title,quests,Quest,,,Grumble Support Trial II,,Grumbleの支援試練 レベル2
quest_boar_support_trial_2_subtitle,quests,Quest,,,Forge the mystic alloy,,神秘の合金を鍛えよう
quest_boar_support_trial_2Desc,quests,Quest,,,"Prove your command of the forge by refining Mystic Steel. With enough skill,Grumble may grant you access to even more powerful tools.",,神秘の合金を鍛えて鍛冶の腕前を示そう。十分な実力を示せば、Grumbleがさらなる力を貸してくれるかもしれない。
quest_boar_support_trial_2_offer,quests,Quest,,,Ready to forge something stronger?,,より強きものを鍛える覚悟はできたか?
quest_boar_support_trial_3_title,quests,Quest,,,Grumble Support Trial III,,Grumbleの支援試練 レベル3
quest_boar_support_trial_3_subtitle,quests,Quest,,,Hunt Big-Headed Zombies and Claim Their Tokens,,でかあたまゾンビを討伐して、討伐の証を手に入れろ
quest_boar_support_trial_3Desc,quests,Quest,,,Set the Big-Head Trap and defeat the swollen-headed undead. Grumble seeks sharpshooters with courage and precision.,,でかあたまトラップを設置し、頭が大きくなったゾンビたちを討伐せよ。Grumbleは、勇気と正確さを兼ね備えた射手を求めている。
quest_boar_support_trial_3_offer,quests,Quest,,,Are you ready to prove your aim?,,その狙撃の腕、証明してみるか?
quest_boar_support_trial_4_title,quests,Quest,,,Grumble Support Trial IV,,Grumbleの支援試練 レベル4
quest_boar_support_trial_4_subtitle,quests,Quest,,,Use the special weapon to defeat zombies and claim their tokens,,特別な武器でゾンビを討伐して、討伐の証を手に入れろ
quest_boar_support_trial_4Desc,quests,Quest,,,Use the Mystic Headshot gun to take down the undead. Grumble demands precision and mastery.,,神秘の狙撃銃を使ってゾンビを撃ち倒せ。Grumbleは、正確さと熟練を試している。
quest_boar_support_trial_4_offer,quests,Quest,,,Can your bullets speak louder than words?,,その弾丸で証明できるか?
itemBoarSupportActivator1,items,Item,,,Forge Charm I,,ボアチャームⅠ(いち)
itemBoarSupportActivator1Desc,items,Item,,,"A charm infused with the strength of a steadfast forgeguard.\nTeaches the recipes:\nMystic Forge\n[99FFFF]If you ever lose Grumble's support,this charm may help restore it.",,"頼れる鍛冶屋の力が込められたチャーム。\n以下のレシピが解放されます:\n神秘の炉\n[99FFFF]もし支援を失ってしまったら、このチャームをもう一度手にしてみてください。"
itemBoarSupportActivator2,items,Item,,,Forge Charm II,,ボアチャームⅡ(に)
itemBoarSupportActivator2Desc,items,Item,,,"The charm pulses with the power of refined forging.\nTeaches the recipes:\nBig-Head Trap\n[FFCC66]If you ever lose Grumble's support,this charm may help restore it.",,"洗練された鍛冶の力が脈打つチャーム。\n以下のレシピが解放されます:\nでかあたまトラップ\n[FFCC66]もし支援を失ってしまったら、このチャームをもう一度手にしてみてください。"
itemBoarSupportActivator3,items,Item,,,Forge Charm III,,ボアチャームⅢ(さん)
itemBoarSupportActivator3Desc,items,Item,,,"The charm radiates intense forging energy.\nTeaches the recipes:\nMystic Headshot Pistol\n[FF9999]If you ever lose Grumble's support,this charm may help restore it.",,"強烈な鍛冶の力を放つチャーム。\n以下のレシピが解放されます:\n神秘の狙撃銃\n[FF9999]もし支援を失ってしまったら、このチャームをもう一度手にしてみてください。"
itemBoarSupportActivator4,items,Item,,,Forge Charm IV,,ボアチャームⅣ(よん)
itemBoarSupportActivator4Desc,items,Item,,,"The charm hums with deadly accuracy.\nTeaches the recipes:\nPoison Robotic Sledge\n[66CCFF]If you ever lose Grumble's support,this charm may help restore it.",,"恐ろしいほどの正確さを秘めたチャーム。\n以下のレシピが解放されます:\n毒ロボットスレッジ\n[66CCFF]もし支援を失ってしまったら、このチャームをもう一度手にしてみてください。"
buffBoarSupport1,buffs,Buff,,,Lv1,,レベル1
buffBoarSupport1Desc,buffs,Buff,,,"Grants the ability to forge mystic materials and increases the amount of Mystic Ore you mine.",,"神秘の素材を精錬する力が開花し、神秘の鉱石の採掘量が増加する。"
buffBoarSupport2,buffs,Buff,,,Lv2,,レベル2
buffBoarSupport2Desc,buffs,Buff,,,"Boosts Mystic Ore yield,greatly reduces Mystic Forge crafting time,and unlocks the recipe for the Big-Head Trap.",,"神秘の鉱石の採掘量が増加し、神秘の炉でのクラフト時間が大幅に短縮される。さらに、でかあたまトラップのレシピが解放される。"
buffBoarSupport3,buffs,Buff,,,Lv3,,レベル3
buffBoarSupport3Desc,buffs,Buff,,,"Further boosts Mystic Ore yield,maintains fast Mystic Forge crafting,and unlocks a headshot-focused firearm.",,"神秘の鉱石の採掘量がさらに増加し、神秘の炉での高速クラフトが継続。さらに、ヘッドショットに特化した特別な銃のレシピが解放される。"
buffBoarSupport4,buffs,Buff,,,Lv4,,レベル4
buffBoarSupport4Desc,buffs,Buff,,,"Maximizes Mystic Ore yield,maintains fast Mystic Forge crafting,and slightly increases headshot damage. Also unlocks the Poison Robotic Sledge recipe.",,"神秘の鉱石の採掘量が最大になり、神秘の炉での高速クラフトが継続。ヘッドショット時のダメージもわずかに増加。さらに、『毒ロボットスレッジ』の設計図が解放される。"
cntMysticForge,blocks,Workstation,,,Mystic Forge,,神秘の炉
cntMysticForgeDesc,blocks,Workstation,,,"A specialized forge designed to refine Mystic Ore into a legendary alloy.","","神秘の鉱石を伝説の合金へと鍛え上げるための、特別な炉。"
trapBigHead,blocks,Traps,,,Big-Head Trap,,でかあたまトラップ
trapBigHeadDesc,blocks,Traps,,,"A mysterious plate that causes enemies to develop enormous heads. Perfect for precision shooting practice.","","踏んだ敵の頭が巨大化する、謎の仕掛け板。狙撃の腕を磨くにはうってつけ。"
itemBoarKillProof,Items,Item,,,Hunt Token,,討伐の証
itemBoarKillProofDesc,Items,Item,,,A token granted by Grumble for defeating marked zombies. Proof of your precision and valor.,,Grumbleが与える、印をつけられたゾンビを討伐した証。正確さと勇気の証明となる。
gunMysticHeadshot,items,Weapons,,,Mystic Headshot Pistol,,神秘の狙撃銃
gunMysticHeadshotDesc,items,Weapons,,,"A lightweight pistol enhanced to punish headshots. Weak against body shots.","","軽量なピストルにして、ヘッドショットで真価を発揮する一丁。胴体への攻撃は苦手。"
junkTurretPoisonSledge,entityclasses,Entity,,,Poison Robotic Sledge,,毒ロボットスレッジ
gunBotPoisonSledge,items,Item,,,Poison Robotic Sledge,,毒ロボットスレッジ
gunBotPoisonSledgeDesc,items,Item,,,A toxic melee turret that weakens enemies over time.,,毒を与える近接タレット。敵をじわじわ弱らせて倒す。

# ===== レア素材用の敵関連 =====,,,,,,,
animalFoxWolfGuardian,entityclasses,Zombie,,,Fox Guardian,,きつねの守護者
resourceFoxSoulCore,items,Resources,,,Fox Soul Core,,きつねの魂の核
resourceFoxSoulCoreDesc,items,Resources,,,A crystal infused with ancient fox power.,,古代のきつねの力が宿る結晶
resourceFoxFang,items,Resources,,,Fox Guardian Fang,,きつねの守護者の牙
resourceFoxFangDesc,items,Resources,,,"A sharp fang from the Fox Guardian. It radiates a quiet,ancient strength.","","きつねの守護者から抜け落ちた鋭い牙。静かに、そして古より受け継がれる力を感じさせる。"
EntityLootContainerFoxGuardian,entityclasses,Entity Info,,,Dropped Loot,,略奪品
